boat	elev	nit	pop	wc10	x	y	id	land
0.18554365034570028	0.8103331453981163	-0.9471556991143509	-0.31815562741048864	0.7880670460286114	-83.57916666666667	43.645833333333336	259	82
0.19522369612833423	-0.4805464001779465	NA	-0.3587935392410423	-0.3538422986663551	-83.47083333333335	43.7625	260	11
0.19873130129302982	-0.4805464001779465	NA	-0.3587935392410423	0.13553941961039304	-83.5125	43.737500000000004	261	11
0.20038003796910556	-0.4805464001779465	NA	-0.3587935392410423	0.29867599339391954	-83.60416666666667	43.6625	262	11
0.20090991837776195	-0.4805464001779465	0.05613817298502728	0.10447866596202482	1.9299763907235779	-83.74583333333334	43.612500000000004	263	82
0.2107032744095958	0.16489337261008488	NA	-0.3587935392410423	-1.0063605907266298	-83.4625	43.8125	264	95
0.21262664663728284	-0.4805464001779465	NA	-0.3587935392410423	1.1143215248797769	-83.69583333333334	43.612500000000004	265	11
0.22263910432676623	0.8103331453981163	NA	-0.3587935392410423	-1.0879242104394211	-83.45416666666667	43.82083333333333	266	95
0.22951818406573332	-0.4805464001779465	0.23319016519850994	-0.2287522162158929	1.5221489578016774	-83.7125	43.60416666666667	267	95
0.2501485639893187	-0.4805464001779465	NA	-0.3587935392410423	1.7668398169400514	-83.7375	43.62916666666667	268	11
0.2600886033705242	3.3920922365502415	1.8856744878030687	0.1640809056425706	-1.577315263074113	-83.8375	44.00416666666666	269	90
0.2697501818249999	-0.4805464001779465	NA	-0.3587935392410423	0.7064940919578763	-83.66250000000001	43.612500000000004	270	11
0.2882135526986955	-0.4805464001779465	NA	-0.3587935392410423	-0.2722786789535637	-83.8625	43.94583333333333	271	11
0.3056504039457632	-0.4805464001779465	NA	-0.3587935392410423	-1.1694971645101562	-83.4375	43.829166666666666	272	95
0.31447475288723364	-0.4805464001779465	NA	-0.3587935392410423	2.908749161635018	-83.7375	43.6375	273	11
0.3199492604102751	-0.4805464001779465	-0.0028787825309551807	2.72697860709802	1.7668398169400514	-83.7375	43.62083333333334	274	95
0.3232919787164144	-0.4805464001779465	NA	-0.3587935392410423	-1.0063605907266298	-83.42916666666667	43.84583333333333	275	11
0.3254538432963172	-0.4805464001779465	NA	-0.3587935392410423	-1.4957516433613216	-83.8125	43.979166666666664	276	11
0.331948538790618	-0.4805464001779465	NA	-0.3587935392410423	-0.19071505924077237	-83.47916666666667	43.7625	277	11
0.3333761951667415	1.4557729181861476	-0.8291212252496184	-0.22333383313919677	0.5433668525322936	-83.5875	43.645833333333336	278	82
0.34032637411911804	1.4557729181861476	0.4102421574119926	-0.2856452966542013	-1.4957516433613216	-83.82083333333334	43.99583333333333	279	90
