boat	elev	nit	phos	pop	x	y	id	land
-1.4177851413483178	-1.1261827559481925	-0.9794074224212614	-1.0629342579330232	-0.34979885076634293	-83.29583333333333	44.645833333333336	1	11
-1.415366308548056	-1.259729971864323	-0.05259548196095093	0.6737093388814176	-0.13176592262531672	-83.77916666666667	43.62916666666667	2	90
-1.4151577232104404	1.0105726987098937	3.65149843824313e-4	-0.2635966729086917	1.0941910768885061	-83.75416666666666	42.4375	3	11
-1.4134693980101887	1.5225036930550604	-0.9529272327869801	-0.2635966729086917	-0.2621683953539124	-84.13749999999999	42.07083333333333	4	90
-1.4128108867351001	-1.1706984945869026	-0.7675646426659479	-0.2635966729086917	-0.46316205022041096	-84.01249999999999	46.0875	5	11
-1.410168874766729	1.4557300850969952	0.8742164584993596	-0.2635966729086917	-0.3739667692739872	-84.1125	42.354166666666664	6	41
-1.409830212861901	-1.2374721025449678	-1.0853288122989182	-0.6842419670608587	-0.11681312319178576	-84.3625	45.99583333333334	7	95
-1.4096161567866234	-1.281987841183678	-1.1118091282013058	0.47987186944802956	-0.27381767642655064	-82.79583333333333	42.579166666666666	8	11
-1.4097519127165197	-1.326503579822388	-1.4560536137366635	-0.21585137560160175	-0.4612494807734943	-83.22083333333333	41.99583333333334	9	11
-1.406594471656097	1.2776671305421545	0.5034915307935078	-0.2635966729086917	-0.17818921941863564	-83.99583333333332	42.395833333333336	10	90
-1.4056432560740362	0.9660569600711837	2.304155032445566	-0.2635966729086917	-0.42525840332958004	-84.07083333333333	42.4125	11	90
-1.4053165651636612	-1.1929563639062577	-0.8999663484459923	-2.0886487024296505	-0.4581198216220119	-83.39583333333333	44.90416666666667	12	90
-1.4049065489660775	-1.2152142332256128	NA	-0.03850968131697031	-0.46316205022041096	-83.1125	42.270833333333336	13	24
-1.404576449757793	0.9883148293905387	0.7153343105488214	-0.2635966729086917	-0.30337556723824816	-83.82916666666667	42.50416666666667	14	90
-1.4035344550793236	-1.1484406252675476	-0.847005716641217	-0.2635966729086917	0.5701470173429866	-83.29583333333333	42.09583333333333	15	23
-1.4029398646967604	1.5002458237357053	0.7153343105488214	-0.2635966729086917	-0.41952069312340806	-84.07916666666667	42.3375	16	90
-1.4007703923710022	0.8325097441550533	0.5564524151344956	-0.2635966729086917	-0.41830360549153356	-83.97083333333333	42.329166666666666	17	90
-1.4002828402305625	-0.16909437521592469	1.2979017654737741	0.16571637191512986	-0.3155464634548295	-83.62916666666666	43.09583333333333	18	41
-1.3996513526987768	-1.259729971864323	-0.5027612311058592	0.4253058153827839	-0.31502486157611054	-83.32916666666667	43.8875	19	11
-1.3996416992561955	1.1663777839453793	0.3710898250134635	-0.2635966729086917	-0.4028291776488353	-83.97916666666666	42.420833333333334	20	41
-1.3986824459416405	-1.1706984945869026	-1.0323680542260367	-0.14764279873375316	-0.46316205022041096	-83.17916666666666	42.12916666666667	21	11
-1.39846893410555	1.4779879544163501	0.7682949423535966	-0.2635966729086917	-0.26529804642189886	-83.60416666666666	42.6125	22	41
-1.3982595993052207	-1.281987841183678	-1.0058878645917553	-0.174925825766376	-0.24182560371849196	-83.19583333333333	42.079166666666666	23	95
-1.3981102101836873	-1.2374721025449678	NA	-0.7039967276449638	0.8558153173163873	-83.4875	44.27916666666667	24	11
-1.394561818304704	-1.2374721025449678	-1.429573297834276	-0.2635966729086917	-0.0785617350825301	-83.2875	41.99583333333334	25	82
-1.3937407677287237	1.4779879544163501	0.7418147527193152	-0.2635966729086917	-0.2414778691326793	-83.54583333333333	42.62916666666667	26	41
-1.3935654274686189	1.0550884373486038	0.68885412091454	-0.2635966729086917	-0.4030030515743537	-84.00416666666666	42.4375	27	41
-1.3935782216248422	-1.1484406252675476	-1.588455319516708	0.166115040000284	5.070248979675322	-82.9875	42.354166666666664	28	24
-1.3935525403382008	-1.2374721025449678	NA	0.01605637274827535	0.4653034611587945	-83.07916666666667	42.3125	29	11
-1.3933738416687789	-0.970377670712707	0.13276685562386867	-0.9596580288659854	-0.4316915893399894	-83.39583333333333	44.42916666666667	30	42
-1.3931233646535677	-1.281987841183678	-1.6943767093943647	-0.2635966729086917	-0.18775206644594955	-83.40416666666667	41.84583333333333	31	95
-1.3929657167023701	-1.281987841183678	NA	-0.0930767446685075	1.7983642518689194	-83.14583333333333	42.2375	32	11
-1.3924451927378452	-1.281987841183678	-0.6351629368859036	0.5157378671038184	-0.4520343735137213	-83.52916666666667	43.69583333333333	33	82
-1.3921611066851671	-1.259729971864323	-0.4233204096668026	0.5131238156087573	-0.45898917135176776	-83.54583333333333	43.6875	34	82
-1.3915689132226903	-1.2152142332256128	-0.5292416732763531	0.3570972385149353	-0.20600841077082155	-83.37083333333332	43.854166666666664	35	11
-1.3913825135687707	1.38895647713893	1.0595787960841792	-0.2635966729086917	-0.12168148698450795	-84.3125	42.25416666666667	36	90
-1.3897280513842734	1.43347221577764	1.4832643555948062	-0.2635966729086917	1.2543252546608092	-83.83749999999999	42.579166666666666	37	22
-1.3894968835218882	-1.259729971864323	NA	0.3980227883501611	1.8533073245843557	-82.84583333333333	42.5625	38	23
