x	y	occurrence	id	boat	elev	nit	pop	wc10	land
-83.72452	43.61813	1	559	1.094496935097063	-0.39858835788955405	NA	-0.3638578188473889	1.579017614208224	Open Water
-83.54658	43.706	1	96	-1.0846164240631784	0.5072942736776189	-1.1749864167050743	0.8447483600388609	0.27673861799926736	Open Water
-83.44176	43.81266	0	879	-0.3703371208249077	-0.39858835788955405	NA	-0.3638578188473889	-0.9441491052758945	Emergent Herbaceous Wetlands
-83.71305	43.60909	1	985	0.6381180523477469	-0.39858835788955405	0.16022545092288165	0.15360996597311236	1.497626341274429	Open Water
-83.64137	43.61454	1	1132	1.0040780047364721	1.4131769052447918	-0.33169467556172477	-0.0058835251810189495	0.9278781161037457	Woody Wetlands
-83.61893	43.6345	0	259	1.7299152683691936	-0.39858835788955405	NA	-0.3638578188473889	0.520912436800652	Open Water
-83.45792	43.80659	0	67	-0.28851246097719835	-0.39858835788955405	NA	-0.3638578188473889	-0.7813665594083047	Open Water
-83.418129	43.839641	0	610	-0.21242796598131675	-0.39858835788955405	NA	-0.3638578188473889	-0.7813665594083047	Emergent Herbaceous Wetlands
-83.53889	43.71144	1	464	-1.2624391483544057	-0.39858835788955405	-1.2452610077120905	0.22804027536547108	0.35812989093306224	Open Water
-83.56628	43.68319	0	244	-1.35243114405401	1.4131769052447918	0.019676939097018224	-0.25044022344773054	0.2767293033651481	Woody Wetlands
-83.68876	43.59264	0	1825	-0.8500550528569851	-0.39858835788955405	NA	-0.3638578188473889	1.1720519349051304	Open Water
-83.424739	43.843504	0	645	0.06431855074926147	-0.39858835788955405	NA	-0.3638578188473889	-0.8627578323420996	Open Water
-83.54184	43.70902	0	215	-0.8958110053276274	-0.39858835788955405	NA	-0.3638578188473889	0.35812989093306224	Open Water
-83.94301	43.75714	0	791	1.5495072782102335	-0.39858835788955405	NA	-0.3638578188473889	1.3348344807727202	Open Water
-83.52841	43.71977	1	1742	-0.9796486692709505	-0.39858835788955405	-0.8938893930533474	0.22804027536547108	0.43952116386685713	Open Water
-83.42455	43.81683	0	168	-0.24417652882947358	-0.39858835788955405	NA	-0.3638578188473889	-0.9441491052758945	Emergent Herbaceous Wetlands
-83.857442	43.96569	1	1394	-0.720679102795047	-0.39858835788955405	NA	-0.3638578188473889	-0.8627578323420996	Open Water
-83.808678	43.988	1	1099	0.47348500090828566	-0.39858835788955405	-0.12087157272884522	-0.33904772064592636	-1.2697235116451933	Emergent Herbaceous Wetlands
-83.56329	43.68634	1	742	-1.1311758234590026	-0.39858835788955405	-0.6830662902204678	-0.2575288247446347	0.19533803043135323	Emergent Herbaceous Wetlands
-83.40038	43.84402	0	41	-0.4066701958666704	-0.39858835788955405	NA	-0.3638578188473889	-0.7813665594083047	Open Water
-83.65889	43.60117	1	973	-0.1398995984255175	-0.39858835788955405	NA	-0.3638578188473889	0.8464775285358316	Open Water
-83.93856	43.75329	0	760	1.4669674874430974	-0.39858835788955405	NA	-0.3638578188473889	1.49761702664031	Open Water
-83.434764	43.840521	1	472	0.4958463268030204	0.5072942736776189	NA	-0.3638578188473889	-0.9441491052758945	Emergent Herbaceous Wetlands
-83.92829	43.78037	0	1384	-0.12215596723602141	-0.39858835788955405	1.2143402948991107	-0.09449103716718592	1.2534432078389253	Open Water
-83.41956	43.81446	0	144	-0.7316522043527773	-0.39858835788955405	NA	-0.3638578188473889	-0.8627578323420996	Open Water
-83.68327	43.59005	1	986	-1.4159068137744375	-0.39858835788955405	0.16022545092288165	2.6771515206548275	1.0906606619713355	Emergent Herbaceous Wetlands
-83.70799	43.60533	1	231	-2.4014221220844295e-4	-0.39858835788955405	0.3007739627487451	-0.3532249190146	1.416225753706515	Open Water
-83.84175	43.982126	1	1560	-1.109375766775949	-0.39858835788955405	1.4954373185508376	0.4406982635709795	-1.1883322387113984	Open Water
-83.70942	43.60637	1	976	0.2685261853010128	-0.39858835788955405	0.3007739627487451	-0.19373142152276676	1.6604088871420188	Emergent Herbaceous Wetlands
-83.859382	43.970462	1	523	-1.151404934012628	4.130824799946311	1.63598650056487	-0.10512392643713826	-1.1069409657776035	Woody Wetlands
-83.411045	43.832063	0	1826	-0.7038043618175639	-0.39858835788955405	NA	-0.3638578188473889	-0.9441491052758945	Emergent Herbaceous Wetlands
-83.94646	43.76203	1	840	1.0556616528818088	-0.39858835788955405	NA	-0.3638578188473889	1.2534432078389253	Open Water
-83.8647	43.960475	1	1467	-0.6841351890785478	1.4131769052447918	1.63598650056487	-0.10512392643713826	-0.7813665594083047	Open Water
-83.39894	43.84303	0	74	-0.5296833651846429	-0.39858835788955405	NA	0.2634832733997225	-0.6999752864745098	Open Water
-83.425711	43.843378	0	133	0.3656014182522962	-0.39858835788955405	NA	-0.3638578188473889	-0.8627578323420996	Open Water
-83.95599	43.75862	1	356	1.2011201285251913	-0.39858835788955405	NA	4.598161905947808	1.0906606619713355	Emergent Herbaceous Wetlands
-83.4611	43.80226	0	40	0.0773528598042779	-0.39858835788955405	NA	-0.3638578188473889	-0.7813665594083047	Open Water
-83.4095	43.81841	1	1494	-0.5871336950420039	-0.39858835788955405	NA	-0.3638578188473889	-0.8627578323420996	Emergent Herbaceous Wetlands
-83.42667	43.81748	0	1489	-0.23441704691016307	-0.39858835788955405	NA	-0.3638578188473889	-1.0255403782096892	Emergent Herbaceous Wetlands
-83.48123	43.71527	1	541	-0.019272156106457484	0.5072942736776189	-0.753340881227484	-0.08031383457337767	0.43952116386685713	Emergent Herbaceous Wetlands
